Match_ID,Player_Name,Team,Opposition,Runs,NotOut,Mins,BF,4s,6s,SR,Inns,Ground,Start Date,Match_Winner,Margin
T20I # 427,W Barresi,Netherlands,Nepal,6,0,-,7,1,0,85.71,1,Rotterdam,3-Jul-15,Nepal,3 wickets
T20I # 427,PW Borren,Netherlands,Nepal,27,0,-,25,1,0,108,1,Rotterdam,3-Jul-15,Nepal,3 wickets
T20I # 427,RE van der Merwe,Netherlands,Nepal,40*,1,-,27,3,1,148.14,1,Rotterdam,3-Jul-15,Nepal,3 wickets
T20I # 427,PM Seelaar,Netherlands,Nepal,1,0,-,2,0,0,50,1,Rotterdam,3-Jul-15,Nepal,3 wickets
T20I # 427,Mudassar Bukhari,Netherlands,Nepal,1,0,-,2,0,0,50,1,Rotterdam,3-Jul-15,Nepal,3 wickets
T20I # 427,MJG Rippon,Netherlands,Nepal,22*,1,-,14,2,0,157.14,1,Rotterdam,3-Jul-15,Nepal,3 wickets
T20I # 427,PA van Meekeren,Netherlands,Nepal,DNB,NA,-,-,-,-,-,1,Rotterdam,3-Jul-15,Nepal,3 wickets
T20I # 427,Ahsan Malik,Netherlands,Nepal,DNB,NA,-,-,-,-,-,1,Rotterdam,3-Jul-15,Nepal,3 wickets
T20I # 427,Sagar Pun,Nepal,Netherlands,4,0,-,2,1,0,200,2,Rotterdam,3-Jul-15,Nepal,3 wickets
T20I # 427,AK Mandal,Nepal,Netherlands,9,0,-,16,0,0,56.25,2,Rotterdam,3-Jul-15,Nepal,3 wickets
T20I # 427,G Malla,Nepal,Netherlands,18,0,-,22,3,0,81.81,2,Rotterdam,3-Jul-15,Nepal,3 wickets
T20I # 427,P Khadka,Nepal,Netherlands,54,0,-,41,6,0,131.7,2,Rotterdam,3-Jul-15,Nepal,3 wickets
T20I # 427,B Bhandari,Nepal,Netherlands,13,0,-,14,0,0,92.85,2,Rotterdam,3-Jul-15,Nepal,3 wickets
T20I # 427,S Vesawkar,Nepal,Netherlands,12,0,-,15,0,0,80,2,Rotterdam,3-Jul-15,Nepal,3 wickets
T20I # 427,PS Airee,Nepal,Netherlands,6,0,-,4,1,0,150,2,Rotterdam,3-Jul-15,Nepal,3 wickets
T20I # 427,Sompal Kami,Nepal,Netherlands,8*,1,-,2,2,0,400,2,Rotterdam,3-Jul-15,Nepal,3 wickets
T20I # 427,B Regmi,Nepal,Netherlands,2*,1,-,2,0,0,100,2,Rotterdam,3-Jul-15,Nepal,3 wickets
T20I # 427,Karan KC,Nepal,Netherlands,DNB,NA,-,-,-,-,-,2,Rotterdam,3-Jul-15,Nepal,3 wickets
T20I # 427,SP Gauchan,Nepal,Netherlands,DNB,NA,-,-,-,-,-,2,Rotterdam,3-Jul-15,Nepal,3 wickets
T20I # 426,RI Ahmed,Netherlands,Nepal,13,0,-,16,0,0,81.25,1,Rotterdam,2-Jul-15,Netherlands,18 runs
T20I # 426,SJ Myburgh,Netherlands,Nepal,71*,1,-,56,5,2,126.78,1,Rotterdam,2-Jul-15,Netherlands,18 runs
T20I # 426,BN Cooper,Netherlands,Nepal,8,0,-,7,0,1,114.28,1,Rotterdam,2-Jul-15,Netherlands,18 runs
T20I # 426,W Barresi,Netherlands,Nepal,14,0,-,13,1,0,107.69,1,Rotterdam,2-Jul-15,Netherlands,18 runs
T20I # 426,PW Borren,Netherlands,Nepal,19,0,-,9,2,1,211.11,1,Rotterdam,2-Jul-15,Netherlands,18 runs
T20I # 426,PM Seelaar,Netherlands,Nepal,6,0,-,8,0,0,75,1,Rotterdam,2-Jul-15,Netherlands,18 runs
T20I # 426,"MP O'Dowd",Netherlands,Nepal,3,0,-,6,0,0,50,1,Rotterdam,2-Jul-15,Netherlands,18 runs
T20I # 426,T van der Gugten,Netherlands,Nepal,12*,1,-,5,1,1,240,1,Rotterdam,2-Jul-15,Netherlands,18 runs
T20I # 426,MB van Schelven,Netherlands,Nepal,DNB,NA,-,-,-,-,-,1,Rotterdam,2-Jul-15,Netherlands,18 runs
T20I # 426,Ahsan Malik,Netherlands,Nepal,DNB,NA,-,-,-,-,-,1,Rotterdam,2-Jul-15,Netherlands,18 runs
T20I # 426,PA van Meekeren,Netherlands,Nepal,DNB,NA,-,-,-,-,-,1,Rotterdam,2-Jul-15,Netherlands,18 runs
T20I # 426,Sagar Pun,Nepal,Netherlands,5,0,-,9,0,0,55.55,2,Rotterdam,2-Jul-15,Netherlands,18 runs
T20I # 426,SP Khakurel,Nepal,Netherlands,14,0,-,27,0,0,51.85,2,Rotterdam,2-Jul-15,Netherlands,18 runs
T20I # 426,G Malla,Nepal,Netherlands,17,0,-,19,3,0,89.47,2,Rotterdam,2-Jul-15,Netherlands,18 runs
T20I # 426,P Khadka,Nepal,Netherlands,36,0,-,28,2,0,128.57,2,Rotterdam,2-Jul-15,Netherlands,18 runs
T20I # 426,B Bhandari,Nepal,Netherlands,1,0,-,7,0,0,14.28,2,Rotterdam,2-Jul-15,Netherlands,18 runs
T20I # 426,S Vesawkar,Nepal,Netherlands,24,0,-,16,1,1,150,2,Rotterdam,2-Jul-15,Netherlands,18 runs
T20I # 426,PS Airee,Nepal,Netherlands,18,0,-,9,3,0,200,2,Rotterdam,2-Jul-15,Netherlands,18 runs
T20I # 426,B Regmi,Nepal,Netherlands,0,0,-,1,0,0,0,2,Rotterdam,2-Jul-15,Netherlands,18 runs
T20I # 426,Karan KC,Nepal,Netherlands,1*,1,-,1,0,0,100,2,Rotterdam,2-Jul-15,Netherlands,18 runs
T20I # 426,Sompal Kami,Nepal,Netherlands,3,0,-,3,0,0,100,2,Rotterdam,2-Jul-15,Netherlands,18 runs
T20I # 426,SP Gauchan,Nepal,Netherlands,DNB,NA,-,-,-,-,-,2,Rotterdam,2-Jul-15,Netherlands,18 runs
T20I # 425,MR Swart,Netherlands,Nepal,76*,1,-,59,8,1,128.81,1,Amstelveen,1-Jul-15,Netherlands,103 runs
T20I # 425,TP Visee,Netherlands,Nepal,4,0,-,10,0,0,40,1,Amstelveen,1-Jul-15,Netherlands,103 runs
T20I # 425,BN Cooper,Netherlands,Nepal,66,0,-,46,4,3,143.47,1,Amstelveen,1-Jul-15,Netherlands,103 runs
T20I # 425,W Barresi,Netherlands,Nepal,12,0,-,3,0,2,400,1,Amstelveen,1-Jul-15,Netherlands,103 runs
T20I # 425,Mudassar Bukhari,Netherlands,Nepal,1,0,-,2,0,0,50,1,Amstelveen,1-Jul-15,Netherlands,103 runs
T20I # 425,PW Borren,Netherlands,Nepal,DNB,NA,-,-,-,-,-,1,Amstelveen,1-Jul-15,Netherlands,103 runs
T20I # 425,Ahsan Malik,Netherlands,Nepal,DNB,NA,-,-,-,-,-,1,Amstelveen,1-Jul-15,Netherlands,103 runs
T20I # 425,MJG Rippon,Netherlands,Nepal,DNB,NA,-,-,-,-,-,1,Amstelveen,1-Jul-15,Netherlands,103 runs
T20I # 425,MB van Schelven,Netherlands,Nepal,DNB,NA,-,-,-,-,-,1,Amstelveen,1-Jul-15,Netherlands,103 runs
T20I # 425,PA van Meekeren,Netherlands,Nepal,DNB,NA,-,-,-,-,-,1,Amstelveen,1-Jul-15,Netherlands,103 runs
T20I # 425,"MP O'Dowd",Netherlands,Nepal,DNB,NA,-,-,-,-,-,1,Amstelveen,1-Jul-15,Netherlands,103 runs
T20I # 425,G Malla,Nepal,Netherlands,12,0,-,6,3,0,200,2,Amstelveen,1-Jul-15,Netherlands,103 runs
T20I # 425,SP Khakurel,Nepal,Netherlands,6,0,-,12,0,0,50,2,Amstelveen,1-Jul-15,Netherlands,103 runs
T20I # 425,B Bhandari,Nepal,Netherlands,2,0,-,4,0,0,50,2,Amstelveen,1-Jul-15,Netherlands,103 runs
T20I # 425,P Khadka,Nepal,Netherlands,2,0,-,6,0,0,33.33,2,Amstelveen,1-Jul-15,Netherlands,103 runs
T20I # 425,B Regmi,Nepal,Netherlands,2,0,-,13,0,0,15.38,2,Amstelveen,1-Jul-15,Netherlands,103 runs
T20I # 425,RP Magar,Nepal,Netherlands,0,0,-,1,0,0,0,2,Amstelveen,1-Jul-15,Netherlands,103 runs
T20I # 425,S Vesawkar,Nepal,Netherlands,18,0,-,31,0,1,58.06,2,Amstelveen,1-Jul-15,Netherlands,103 runs
T20I # 425,PS Airee,Nepal,Netherlands,0,0,-,1,0,0,0,2,Amstelveen,1-Jul-15,Netherlands,103 runs
T20I # 425,Sompal Kami,Nepal,Netherlands,14,0,-,16,1,0,87.5,2,Amstelveen,1-Jul-15,Netherlands,103 runs
T20I # 425,A Karn,Nepal,Netherlands,4,0,-,7,0,0,57.14,2,Amstelveen,1-Jul-15,Netherlands,103 runs
T20I # 425,Karan KC,Nepal,Netherlands,2*,1,-,10,0,0,20,2,Amstelveen,1-Jul-15,Netherlands,103 runs
T20I # 424,SJ Myburgh,Netherlands,Nepal,67*,1,-,60,5,1,111.66,1,Amstelveen,30-Jun-15,Netherlands,18 runs
T20I # 424,MR Swart,Netherlands,Nepal,4,0,-,3,1,0,133.33,1,Amstelveen,30-Jun-15,Netherlands,18 runs
T20I # 424,BN Cooper,Netherlands,Nepal,0,0,-,1,0,0,0,1,Amstelveen,30-Jun-15,Netherlands,18 runs
T20I # 424,W Barresi,Netherlands,Nepal,6,0,-,6,1,0,100,1,Amstelveen,30-Jun-15,Netherlands,18 runs
T20I # 424,PW Borren,Netherlands,Nepal,15,0,-,22,1,0,68.18,1,Amstelveen,30-Jun-15,Netherlands,18 runs
T20I # 424,PM Seelaar,Netherlands,Nepal,6,0,-,3,1,0,200,1,Amstelveen,30-Jun-15,Netherlands,18 runs
T20I # 424,MJG Rippon,Netherlands,Nepal,25*,1,-,25,0,0,100,1,Amstelveen,30-Jun-15,Netherlands,18 runs
T20I # 424,Ahsan Malik,Netherlands,Nepal,DNB,NA,-,-,-,-,-,1,Amstelveen,30-Jun-15,Netherlands,18 runs
T20I # 424,PA van Meekeren,Netherlands,Nepal,DNB,NA,-,-,-,-,-,1,Amstelveen,30-Jun-15,Netherlands,18 runs
T20I # 424,Mudassar Bukhari,Netherlands,Nepal,DNB,NA,-,-,-,-,-,1,Amstelveen,30-Jun-15,Netherlands,18 runs
T20I # 424,T van der Gugten,Netherlands,Nepal,DNB,NA,-,-,-,-,-,1,Amstelveen,30-Jun-15,Netherlands,18 runs
T20I # 424,SP Khakurel,Nepal,Netherlands,2,0,-,7,0,0,28.57,2,Amstelveen,30-Jun-15,Netherlands,18 runs
T20I # 424,G Malla,Nepal,Netherlands,24,0,-,22,4,0,109.09,2,Amstelveen,30-Jun-15,Netherlands,18 runs
T20I # 424,B Bhandari,Nepal,Netherlands,5,0,-,9,1,0,55.55,2,Amstelveen,30-Jun-15,Netherlands,18 runs
T20I # 424,P Khadka,Nepal,Netherlands,45*,1,-,42,1,1,107.14,2,Amstelveen,30-Jun-15,Netherlands,18 runs
T20I # 424,RP Magar,Nepal,Netherlands,13,0,-,13,0,1,100,2,Amstelveen,30-Jun-15,Netherlands,18 runs
T20I # 424,S Vesawkar,Nepal,Netherlands,10,0,-,14,1,0,71.42,2,Amstelveen,30-Jun-15,Netherlands,18 runs
T20I # 424,PS Airee,Nepal,Netherlands,6,0,-,9,0,0,66.66,2,Amstelveen,30-Jun-15,Netherlands,18 runs
T20I # 424,Karan KC,Nepal,Netherlands,2,0,-,3,0,0,66.66,2,Amstelveen,30-Jun-15,Netherlands,18 runs
T20I # 424,B Regmi,Nepal,Netherlands,1*,1,-,1,0,0,100,2,Amstelveen,30-Jun-15,Netherlands,18 runs
T20I # 424,A Karn,Nepal,Netherlands,DNB,NA,-,-,-,-,-,2,Amstelveen,30-Jun-15,Netherlands,18 runs
T20I # 424,Sompal Kami,Nepal,Netherlands,DNB,NA,-,-,-,-,-,2,Amstelveen,30-Jun-15,Netherlands,18 runs
T20I # 423,JJ Roy,England,New Zealand,23,0,10,13,1,2,176.92,1,Manchester,23-Jun-15,England,56 runs
T20I # 423,AD Hales,England,New Zealand,27,0,31,23,2,1,117.39,1,Manchester,23-Jun-15,England,56 runs
T20I # 423,JE Root,England,New Zealand,68,0,60,46,8,1,147.82,1,Manchester,23-Jun-15,England,56 runs
T20I # 423,JM Bairstow,England,New Zealand,1,0,3,2,0,0,50,1,Manchester,23-Jun-15,England,56 runs
T20I # 423,EJG Morgan,England,New Zealand,4,0,12,6,0,0,66.66,1,Manchester,23-Jun-15,England,56 runs
T20I # 423,SW Billings,England,New Zealand,21,0,15,11,2,1,190.9,1,Manchester,23-Jun-15,England,56 runs
T20I # 423,BA Stokes,England,New Zealand,24*,1,23,13,4,0,184.61,1,Manchester,23-Jun-15,England,56 runs
T20I # 423,DJ Willey,England,New Zealand,6,0,6,3,0,1,200,1,Manchester,23-Jun-15,England,56 runs
T20I # 423,AU Rashid,England,New Zealand,7*,1,8,3,1,0,233.33,1,Manchester,23-Jun-15,England,56 runs
T20I # 423,MA Wood,England,New Zealand,DNB,NA,-,-,-,-,-,1,Manchester,23-Jun-15,England,56 runs
T20I # 423,ST Finn,England,New Zealand,DNB,NA,-,-,-,-,-,1,Manchester,23-Jun-15,England,56 runs
T20I # 423,MJ Guptill,New Zealand,England,6,0,2,3,1,0,200,2,Manchester,23-Jun-15,England,56 runs
T20I # 423,BB McCullum,New Zealand,England,35,0,17,15,2,4,233.33,2,Manchester,23-Jun-15,England,56 runs
T20I # 423,KS Williamson,New Zealand,England,57,0,65,37,8,0,154.05,2,Manchester,23-Jun-15,England,56 runs
T20I # 423,LRPL Taylor,New Zealand,England,17,0,20,13,2,0,130.76,2,Manchester,23-Jun-15,England,56 runs
T20I # 423,C Munro,New Zealand,England,1,0,4,2,0,0,50,2,Manchester,23-Jun-15,England,56 runs
T20I # 423,L Ronchi,New Zealand,England,5,0,5,4,1,0,125,2,Manchester,23-Jun-15,England,56 runs
T20I # 423,MJ Santner,New Zealand,England,9,0,18,13,0,0,69.23,2,Manchester,23-Jun-15,England,56 runs
T20I # 423,NL McCullum,New Zealand,England,3,0,12,9,0,0,33.33,2,Manchester,23-Jun-15,England,56 runs
T20I # 423,TG Southee,New Zealand,England,0,0,2,1,0,0,0,2,Manchester,23-Jun-15,England,56 runs
T20I # 423,MJ Henry,New Zealand,England,0*,1,8,0,0,0,-,2,Manchester,23-Jun-15,England,56 runs
T20I # 423,MJ McClenaghan,New Zealand,England,0,0,2,1,0,0,0,2,Manchester,23-Jun-15,England,56 runs
T20I # 422,AR McBrine,Ireland,Scotland,TDNB,NA,-,-,-,-,-,-,Bready,21-Jun-15,no result,0
T20I # 422,SW Poynter,Ireland,Scotland,TDNB,NA,-,-,-,-,-,-,Bready,21-Jun-15,no result,0
T20I # 422,AD Poynter,Ireland,Scotland,TDNB,NA,-,-,-,-,-,-,Bready,21-Jun-15,no result,0
T20I # 422,GT Main,Scotland,Ireland,TDNB,NA,-,-,-,-,-,-,Bready,21-Jun-15,no result,0
T20I # 422,CD Wallace,Scotland,Ireland,TDNB,NA,-,-,-,-,-,-,Bready,21-Jun-15,no result,0
T20I # 422,AC Evans,Scotland,Ireland,TDNB,NA,-,-,-,-,-,-,Bready,21-Jun-15,no result,0
T20I # 422,TE Kane,Ireland,Scotland,TDNB,NA,-,-,-,-,-,-,Bready,21-Jun-15,no result,0
T20I # 422,SR Thompson,Ireland,Scotland,TDNB,NA,-,-,-,-,-,-,Bready,21-Jun-15,no result,0
T20I # 422,A Balbirnie,Ireland,Scotland,TDNB,NA,-,-,-,-,-,-,Bready,21-Jun-15,no result,0
T20I # 422,"KJ O'Brien",Ireland,Scotland,TDNB,NA,-,-,-,-,-,-,Bready,21-Jun-15,no result,0
T20I # 422,HG Munsey,Scotland,Ireland,TDNB,NA,-,-,-,-,-,-,Bready,21-Jun-15,no result,0
T20I # 422,PL Mommsen,Scotland,Ireland,TDNB,NA,-,-,-,-,-,-,Bready,21-Jun-15,no result,0
T20I # 422,SM Sharif,Scotland,Ireland,TDNB,NA,-,-,-,-,-,-,Bready,21-Jun-15,no result,0
T20I # 422,RD Berrington,Scotland,Ireland,TDNB,NA,-,-,-,-,-,-,Bready,21-Jun-15,no result,0
T20I # 422,MC Sorensen,Ireland,Scotland,TDNB,NA,-,-,-,-,-,-,Bready,21-Jun-15,no result,0
T20I # 422,GH Dockrell,Ireland,Scotland,TDNB,NA,-,-,-,-,-,-,Bready,21-Jun-15,no result,0
T20I # 422,AR Cusack,Ireland,Scotland,TDNB,NA,-,-,-,-,-,-,Bready,21-Jun-15,no result,0
T20I # 422,J Anderson,Ireland,Scotland,TDNB,NA,-,-,-,-,-,-,Bready,21-Jun-15,no result,0
T20I # 422,MRJ Watt,Scotland,Ireland,TDNB,NA,-,-,-,-,-,-,Bready,21-Jun-15,no result,0
T20I # 422,MH Cross,Scotland,Ireland,TDNB,NA,-,-,-,-,-,-,Bready,21-Jun-15,no result,0
T20I # 422,MA Leask,Scotland,Ireland,TDNB,NA,-,-,-,-,-,-,Bready,21-Jun-15,no result,0
T20I # 422,KJ Coetzer,Scotland,Ireland,TDNB,NA,-,-,-,-,-,-,Bready,21-Jun-15,no result,0
T20I # 421,SW Poynter,Ireland,Scotland,11,0,-,10,2,0,110,1,Bready,20-Jun-15,Scotland,6 wickets
T20I # 421,J Anderson,Ireland,Scotland,3,0,-,5,0,0,60,1,Bready,20-Jun-15,Scotland,6 wickets
T20I # 421,A Balbirnie,Ireland,Scotland,31,0,-,26,3,0,119.23,1,Bready,20-Jun-15,Scotland,6 wickets
T20I # 421,AD Poynter,Ireland,Scotland,36,0,-,24,3,2,150,1,Bready,20-Jun-15,Scotland,6 wickets
T20I # 421,"KJ O'Brien",Ireland,Scotland,36,0,-,29,2,1,124.13,1,Bready,20-Jun-15,Scotland,6 wickets
T20I # 421,SR Thompson,Ireland,Scotland,6,0,-,3,1,0,200,1,Bready,20-Jun-15,Scotland,6 wickets
T20I # 421,TE Kane,Ireland,Scotland,26*,1,-,17,3,0,152.94,1,Bready,20-Jun-15,Scotland,6 wickets
T20I # 421,GH Dockrell,Ireland,Scotland,10*,1,-,6,1,0,166.66,1,Bready,20-Jun-15,Scotland,6 wickets
T20I # 421,AR Cusack,Ireland,Scotland,DNB,NA,-,-,-,-,-,1,Bready,20-Jun-15,Scotland,6 wickets
T20I # 421,CA Young,Ireland,Scotland,DNB,NA,-,-,-,-,-,1,Bready,20-Jun-15,Scotland,6 wickets
T20I # 421,GJ McCarter,Ireland,Scotland,DNB,NA,-,-,-,-,-,1,Bready,20-Jun-15,Scotland,6 wickets
T20I # 421,HG Munsey,Scotland,Ireland,0,0,-,2,0,0,0,2,Bready,20-Jun-15,Scotland,6 wickets
T20I # 421,KJ Coetzer,Scotland,Ireland,34,0,-,22,5,0,154.54,2,Bready,20-Jun-15,Scotland,6 wickets
T20I # 421,MH Cross,Scotland,Ireland,48,0,-,30,6,1,160,2,Bready,20-Jun-15,Scotland,6 wickets
T20I # 421,MA Leask,Scotland,Ireland,13,0,-,11,2,0,118.18,2,Bready,20-Jun-15,Scotland,6 wickets
T20I # 421,RD Berrington,Scotland,Ireland,20*,1,-,15,2,0,133.33,2,Bready,20-Jun-15,Scotland,6 wickets
T20I # 421,PL Mommsen,Scotland,Ireland,47*,1,-,29,5,1,162.06,2,Bready,20-Jun-15,Scotland,6 wickets
T20I # 421,SM Sharif,Scotland,Ireland,DNB,NA,-,-,-,-,-,2,Bready,20-Jun-15,Scotland,6 wickets
T20I # 421,MRJ Watt,Scotland,Ireland,DNB,NA,-,-,-,-,-,2,Bready,20-Jun-15,Scotland,6 wickets
T20I # 421,GT Main,Scotland,Ireland,DNB,NA,-,-,-,-,-,2,Bready,20-Jun-15,Scotland,6 wickets
T20I # 421,CD Wallace,Scotland,Ireland,DNB,NA,-,-,-,-,-,2,Bready,20-Jun-15,Scotland,6 wickets
T20I # 421,JH Davey,Scotland,Ireland,DNB,NA,-,-,-,-,-,2,Bready,20-Jun-15,Scotland,6 wickets
T20I # 420,MRJ Watt,Scotland,Ireland,TDNB,NA,-,-,-,-,-,-,Bready,19-Jun-15,no result,0
T20I # 420,MA Leask,Scotland,Ireland,TDNB,NA,-,-,-,-,-,-,Bready,19-Jun-15,no result,0
T20I # 420,RD Berrington,Scotland,Ireland,TDNB,NA,-,-,-,-,-,-,Bready,19-Jun-15,no result,0
T20I # 420,TE Kane,Ireland,Scotland,TDNB,NA,-,-,-,-,-,-,Bready,19-Jun-15,no result,0
T20I # 420,GJ McCarter,Ireland,Scotland,TDNB,NA,-,-,-,-,-,-,Bready,19-Jun-15,no result,0
T20I # 420,A Balbirnie,Ireland,Scotland,TDNB,NA,-,-,-,-,-,-,Bready,19-Jun-15,no result,0
T20I # 420,"KJ O'Brien",Ireland,Scotland,TDNB,NA,-,-,-,-,-,-,Bready,19-Jun-15,no result,0
T20I # 420,PL Mommsen,Scotland,Ireland,TDNB,NA,-,-,-,-,-,-,Bready,19-Jun-15,no result,0
T20I # 420,JH Davey,Scotland,Ireland,TDNB,NA,-,-,-,-,-,-,Bready,19-Jun-15,no result,0
T20I # 420,KJ Coetzer,Scotland,Ireland,TDNB,NA,-,-,-,-,-,-,Bready,19-Jun-15,no result,0
T20I # 420,SR Thompson,Ireland,Scotland,TDNB,NA,-,-,-,-,-,-,Bready,19-Jun-15,no result,0
T20I # 420,GH Dockrell,Ireland,Scotland,TDNB,NA,-,-,-,-,-,-,Bready,19-Jun-15,no result,0
T20I # 420,AR Cusack,Ireland,Scotland,TDNB,NA,-,-,-,-,-,-,Bready,19-Jun-15,no result,0
T20I # 420,J Anderson,Ireland,Scotland,TDNB,NA,-,-,-,-,-,-,Bready,19-Jun-15,no result,0
T20I # 420,HG Munsey,Scotland,Ireland,TDNB,NA,-,-,-,-,-,-,Bready,19-Jun-15,no result,0
T20I # 420,MH Cross,Scotland,Ireland,TDNB,NA,-,-,-,-,-,-,Bready,19-Jun-15,no result,0
T20I # 420,AC Evans,Scotland,Ireland,TDNB,NA,-,-,-,-,-,-,Bready,19-Jun-15,no result,0
T20I # 420,CD de Lange,Scotland,Ireland,TDNB,NA,-,-,-,-,-,-,Bready,19-Jun-15,no result,0
T20I # 420,CA Young,Ireland,Scotland,TDNB,NA,-,-,-,-,-,-,Bready,19-Jun-15,no result,0
T20I # 420,SW Poynter,Ireland,Scotland,TDNB,NA,-,-,-,-,-,-,Bready,19-Jun-15,no result,0
T20I # 420,AD Poynter,Ireland,Scotland,TDNB,NA,-,-,-,-,-,-,Bready,19-Jun-15,no result,0
T20I # 420,GT Main,Scotland,Ireland,TDNB,NA,-,-,-,-,-,-,Bready,19-Jun-15,no result,0
T20I # 419,SW Poynter,Ireland,Scotland,6,0,-,6,1,0,100,1,Bready,18-Jun-15,Scotland,6 wickets
T20I # 419,DA Rankin,Ireland,Scotland,34,0,-,37,2,1,91.89,1,Bready,18-Jun-15,Scotland,6 wickets
T20I # 419,J Anderson,Ireland,Scotland,9,0,-,13,1,0,69.23,1,Bready,18-Jun-15,Scotland,6 wickets
T20I # 419,AD Poynter,Ireland,Scotland,7,0,-,12,1,0,58.33,1,Bready,18-Jun-15,Scotland,6 wickets
T20I # 419,"KJ O'Brien",Ireland,Scotland,30,0,-,19,4,1,157.89,1,Bready,18-Jun-15,Scotland,6 wickets
T20I # 419,SR Thompson,Ireland,Scotland,26*,1,-,22,1,1,118.18,1,Bready,18-Jun-15,Scotland,6 wickets
T20I # 419,MC Sorensen,Ireland,Scotland,23*,1,-,12,2,1,191.66,1,Bready,18-Jun-15,Scotland,6 wickets
T20I # 419,CA Young,Ireland,Scotland,DNB,NA,-,-,-,-,-,1,Bready,18-Jun-15,Scotland,6 wickets
T20I # 419,AR McBrine,Ireland,Scotland,DNB,NA,-,-,-,-,-,1,Bready,18-Jun-15,Scotland,6 wickets
T20I # 419,GJ McCarter,Ireland,Scotland,DNB,NA,-,-,-,-,-,1,Bready,18-Jun-15,Scotland,6 wickets
T20I # 419,TE Kane,Ireland,Scotland,DNB,NA,-,-,-,-,-,1,Bready,18-Jun-15,Scotland,6 wickets
T20I # 419,HG Munsey,Scotland,Ireland,12,0,-,10,2,0,120,2,Bready,18-Jun-15,Scotland,6 wickets
T20I # 419,KJ Coetzer,Scotland,Ireland,19,0,-,20,2,0,95,2,Bready,18-Jun-15,Scotland,6 wickets
T20I # 419,MH Cross,Scotland,Ireland,60,0,-,34,10,1,176.47,2,Bready,18-Jun-15,Scotland,6 wickets
T20I # 419,MA Leask,Scotland,Ireland,0,0,-,1,0,0,0,2,Bready,18-Jun-15,Scotland,6 wickets
T20I # 419,RD Berrington,Scotland,Ireland,24*,1,-,15,4,0,160,2,Bready,18-Jun-15,Scotland,6 wickets
T20I # 419,CD Wallace,Scotland,Ireland,26*,1,-,18,4,0,144.44,2,Bready,18-Jun-15,Scotland,6 wickets
T20I # 419,MRJ Watt,Scotland,Ireland,DNB,NA,-,-,-,-,-,2,Bready,18-Jun-15,Scotland,6 wickets
T20I # 419,JH Davey,Scotland,Ireland,DNB,NA,-,-,-,-,-,2,Bready,18-Jun-15,Scotland,6 wickets
T20I # 419,PL Mommsen,Scotland,Ireland,DNB,NA,-,-,-,-,-,2,Bready,18-Jun-15,Scotland,6 wickets
T20I # 419,SM Sharif,Scotland,Ireland,DNB,NA,-,-,-,-,-,2,Bready,18-Jun-15,Scotland,6 wickets
T20I # 419,AC Evans,Scotland,Ireland,DNB,NA,-,-,-,-,-,2,Bready,18-Jun-15,Scotland,6 wickets
T20I # 418,V Sibanda,Zimbabwe,Pakistan,49,0,74,46,2,1,106.52,1,Lahore,24-May-15,Pakistan,2 wickets
T20I # 418,H Masakadza,Zimbabwe,Pakistan,39,0,37,32,4,1,121.87,1,Lahore,24-May-15,Pakistan,2 wickets
T20I # 418,SC Williams,Zimbabwe,Pakistan,58*,1,52,32,7,1,181.25,1,Lahore,24-May-15,Pakistan,2 wickets
T20I # 418,E Chigumbura,Zimbabwe,Pakistan,21,0,10,9,0,3,233.33,1,Lahore,24-May-15,Pakistan,2 wickets
T20I # 418,CK Coventry,Zimbabwe,Pakistan,2*,1,4,3,0,0,66.66,1,Lahore,24-May-15,Pakistan,2 wickets
T20I # 418,CJ Chibhabha,Zimbabwe,Pakistan,DNB,NA,-,-,-,-,-,1,Lahore,24-May-15,Pakistan,2 wickets
T20I # 418,Sikandar Raza,Zimbabwe,Pakistan,DNB,NA,-,-,-,-,-,1,Lahore,24-May-15,Pakistan,2 wickets
T20I # 418,AG Cremer,Zimbabwe,Pakistan,DNB,NA,-,-,-,-,-,1,Lahore,24-May-15,Pakistan,2 wickets
T20I # 418,P Utseya,Zimbabwe,Pakistan,DNB,NA,-,-,-,-,-,1,Lahore,24-May-15,Pakistan,2 wickets
T20I # 418,BV Vitori,Zimbabwe,Pakistan,DNB,NA,-,-,-,-,-,1,Lahore,24-May-15,Pakistan,2 wickets
T20I # 418,CB Mpofu,Zimbabwe,Pakistan,DNB,NA,-,-,-,-,-,1,Lahore,24-May-15,Pakistan,2 wickets
T20I # 418,Mukhtar Ahmed,Pakistan,Zimbabwe,62,0,63,40,6,1,155,2,Lahore,24-May-15,Pakistan,2 wickets
T20I # 418,Ahmed Shehzad,Pakistan,Zimbabwe,18,0,25,17,3,0,105.88,2,Lahore,24-May-15,Pakistan,2 wickets
T20I # 418,Nauman Anwar,Pakistan,Zimbabwe,18,0,16,10,2,1,180,2,Lahore,24-May-15,Pakistan,2 wickets
T20I # 418,Shoaib Malik,Pakistan,Zimbabwe,7,0,8,7,1,0,100,2,Lahore,24-May-15,Pakistan,2 wickets
T20I # 418,Umar Akmal,Pakistan,Zimbabwe,30,0,30,21,1,2,142.85,2,Lahore,24-May-15,Pakistan,2 wickets
T20I # 418,Shahid Afridi,Pakistan,Zimbabwe,7,0,4,3,0,1,233.33,2,Lahore,24-May-15,Pakistan,2 wickets
